paper_id,verdict,rationale,confidence
10.1001/jamanetworkopen.2025.0728,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.64898/2025.12.30.25343085,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.7759/cureus.76148,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.5606/tftrd.2025.14301,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.7416/ai.2025.2678,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.biopha.2023.115723,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1002/pri.2086,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.amjmed.2024.04.030,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.clnu.2024.11.023,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.cgh.2024.06.004,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.ctim.2024.103107,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.explore.2024.04.004,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1002/jmv.29757,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1001/jamanetworkopen.2024.50744,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.jbmt.2024.11.037,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.jpsychores.2023.111471,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.jpsychores.2024.111625,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.eng.2024.03.013,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.intimp.2024.112673,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.phrs.2022.106360,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.mhp.2024.200359,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1093/brain/awad377,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1080/09638288.2023.2242783,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.resp.2024.104360,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.rehab.2025.102073,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.pec.2024.108180,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.rmed.2024.107763,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.rehab.2024.101853,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1093/eurheartj/ehad655.2398,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1093/europace/euad122.673,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1093/eurheartj/ehaf784.3929,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1093/qjmed/hcaf050,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1155/2023/6687803,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1164/ajrccm.2025.211.abstracts.a3028,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1164/ajrccm.2025.211.abstracts.a2428,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1164/ajrccm.2025.211.abstracts.a2426,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1093/ptj/pzad118,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1164/ajrccm.2025.211.abstracts.a3183,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1249/01.mss.0000985296.04035.50,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1249/01.mss.0000987560.02549.a2,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1097/phm.0000000000002559,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1177/1357633x231188394,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.17116/jnevro2022122081101,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1249/mss.0000000000003207,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1177/1357633x251333903,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.21608/ijma.2023.194428.1627,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.2139/ssrn.4178044,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.17116/kurort20251020615,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.17116/jnevro2024124111140,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.2139/ssrn.4216601,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/app15084111,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/covid5070107,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm15041468,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.2196/preprints.89631,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/covid6010022,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/covid6010005,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.5812/asjsm-158465,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.38025/2078-1962-2022-21-3-45-57,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.4103/ayu.ayu_271_23,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.47197/retos.v59.105417,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/s1473-3099(25)00073-8,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1002/alz.075764,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1002/alz.091999,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1002/jmv.28316,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1002/tkm2.1370,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1007/s00406-023-01747-y,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1007/s00406-024-01792-1,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1007/s00482-025-00887-5,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1007/s00415-023-11885-x,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1007/s10238-022-00871-8,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1007/s10405-024-00562-z,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1007/s11055-022-01307-2,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1007/s11606-022-07443-2,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1007/s11356-022-22949-2,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.ahjo.2022.100105,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.apmr.2022.01.036,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.admp.2022.101701,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.apmr.2022.08.894,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.arrct.2025.100516,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.clnesp.2021.08.031,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.genhosppsych.2023.01.010,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.eclinm.2025.103681,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.aprim.2025.103425,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.jaim.2022.100575,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.lanepe.2024.101161,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.rmra.2021.11.192,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.rmed.2021.106470,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.rmed.2021.106648,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1016/j.vaccine.2022.05.090,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1038/s41380-023-02084-1,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1038/s41541-023-00739-2,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1038/s41541-024-00815-1,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1038/s41598-023-35991-y,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1038/s43856-025-00829-3,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1055/a-1866-6092,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1080/07853890.2025.2600139,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1038/s41598-025-11539-0,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1080/17476348.2025.2516801,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1080/09638288.2022.2032408,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1055/a-2134-2142,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1080/19490976.2022.2128603,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1080/21641846.2023.2222199,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1080/21641846.2025.2455876,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1093/eurheartj/suac012.294,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1093/eurjpc/zwae175.212,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1093/ckj/sfae164,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1093/geroni/igad104.3433,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1093/ofid/ofab466.1383,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1097/hcr.0000000000000813,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1097/hcr.0000000000000997,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1097/md.0000000000046375,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1097/phm.0000000000002433,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1097/phm.0000000000001885,favors_control,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1097/phm.0000000000002089,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1097/md.0000000000042275,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1101/2021.03.11.21253225,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1097/yic.0000000000000537,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1101/2022.06.29.22277054,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1101/2022.12.02.22282982,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1101/2024.09.02.24312948,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1101/2024.07.15.24310151,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1101/2025.01.24.25321092,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1101/2025.11.11.25340028,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1111/hex.70517,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1111/cpr.13450,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.11336/jjcrs.14.10,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1136/bmjopen-2024-088538,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1136/bmjresp-2022-001237,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1136/bmjresp-2025-003224,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1136/thorax-2022-btsabstracts.361,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1136/rmdopen-2023-003061,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1159/000522118,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1164/ajrccm.2025.211.abstracts.a3185,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1136/jim-2021-002051,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1159/000540297,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1177/21501327211010994,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1177/03000605221148435,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1177/21649561211070483,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1177/20503121241301894,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1177/27536130231174236,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1159/000549848,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1183/23120541.00577-2021,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1183/23120541.00214-2024,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1186/s12889-024-19951-3,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1186/s12879-025-10984-6,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1186/s12890-024-03047-0,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1186/s12890-024-02937-7,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1186/s12967-023-04229-w,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1186/s12916-024-03658-8,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1186/s12995-024-00443-4,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1186/s13052-025-01961-5,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1186/s13020-022-00654-z,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1186/s13293-024-00609-z,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1186/s41479-023-00123-7,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1186/s43166-023-00227-4,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.12680/balneo.2025.868,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1371/journal.pone.0275274,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1371/journal.pone.0300826,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1371/journal.pone.0330938,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.14309/ajg.0000000000002562,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.15829/1560-4071-2023-5630,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.14814/phy2.15931,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.17219/dmp/179008,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.17159/2078-516x/2024/v36i1a18872,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.20344/amp.19382,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.20953/1817-7646-2023-4-34-42,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.20953/1817-7646-2024-2-7-14,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.21037/jtd-2025-689,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.2147/jmdh.s530582,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.2147/jmdh.s562296,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.21518/ms2023-014,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.2174/0118742106419861250926015326,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.2196/53821,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.2196/39883,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.22141/2224-0721.20.8.2024.1462,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.22034/jchr.2022.690506,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.2340/jrm.v54.3415,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.2340/jrm.v55.12437,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.24884/1682-6655-2021-20-4-101-105,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.2478/sjph-2024-0017,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.23736/s1973-9087.24.08207-8,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.25005/2074-0581-2024-26-1-10-17,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.25077/jwa.29.2.94-100.2022,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.24884/1682-6655-2024-23-2-38-43,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.26355/eurrev_202112_27335,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.26442/00403660.2023.03.202072,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.26442/20751753.2025.3.203073,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.29296/25877305-2023-07-17,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.29121/granthaalayah.v13.i5.2025.6166,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.26444/aaem/177238,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.31146/1682-8658-ecg-207-11-5-16,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.31083/fbs28262,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.31146/1682-8658-ecg-220-12-140-147,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.31215/2306-4927-2023-31-2-39-43,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.31215/2306-4927-2023-31-2-24-28,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.31089/1026-9428-2024-64-10-674-680,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3329/bjms.v24i1.78729,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.32687/1561-5936-2022-26-4-303-307,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3233/nre-230212,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.33545/26648504.2024.v6.i1a.24,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.33667/2078-5631-2023-26-7-12,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fendo.2023.1192561,favors_control,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fcvm.2025.1560243,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fmed.2022.1083264,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fmed.2025.1621948,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fmed.2025.1609812,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fmed.2026.1711031,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fmed.2026.1720578,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.18786/2072-0505-2023-51-047,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1093/ofid/ofaf695.1788,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fphar.2024.1394810,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fneur.2024.1486751,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fpsyt.2025.1460097,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fresc.2024.1411344,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fresc.2022.1093871,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/biology11071084,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/biomedicines12112493,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/biomedicines11123312,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/brainsci13050791,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/brainsci14030293,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/children11010105,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/covid3090091,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/children10020316,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/diagnostics13050882,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/healthcare11101477,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/healthcare13020196,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/healthcare12232344,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/ijerph20105907,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/healthcare11182561,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/ijerph21070958,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm12030741,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm10235623,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm12196428,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm13040938,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm12134390,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm13164694,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm13154444,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm13133988,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm13185563,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm13195817,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm14010097,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm14051590,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm14165893,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm14196861,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm14207223,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/life14111514,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/medicina58060730,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/microorganisms9122452,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/nu13113964,favors_control,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/nu14153027,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/nu15173701,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/pharmacy11020061,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/medicina61091686,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/v18020197,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.36017/jahc202461273,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.36425/rehab159376,favors_control,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.36422/23076348-2021-9-3-82-88,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.36141/svdld.v40i4.15055,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3897/pharmacia.72.e166766,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.36740/abal202304102,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.4068/cmj.2024.60.3.166,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.4081/ejtm.2023.11063,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.38025/2078-1962-2024-23-5-41-51,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.4081/monaldi.2021.1843,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.4081/monaldi.2023.2738,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.4081/monaldi.2021.1981,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.4081/monaldi.2025.3301,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.4103/singaporemedj.smj-2023-281,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.4103/jfmpc.jfmpc_903_22,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.4103/tcmj.tcmj_154_24,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.47210/bjohns.2022.v30i2.753,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.4187/respcare.11863,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.51737/2766-5003.2021.021,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.5233/yw1m3374,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.52225/narra.v3i2.183,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.5339/qmj.2024.45,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.5339/qmj.2025.6,favors_control,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
