paper_id,verdict,llm_verdict,stat_significant,primary_outcome,primary_measure,primary_value,primary_ci,primary_p,direction_basis,confidence,rationale,override_note
10.1016/j.sleep.2014.12.029,favors_treatment,favors_treatment,yes,International Restless Legs Syndrome Study Group Rating Scale (IRLSSG),mean_difference,-9.0,,0.0001,statistical,medium,"IRLSSG scores decreased significantly (p=0.0001), indicating symptom improvement; lack of sham control limits confidence.",
10.1016/j.sleep.2015.03.006,favors_treatment,favors_treatment,yes,Change in duration of daytime RLS symptoms (minutes/day),mean_difference,-54.4,-101.9–-7.0,,statistical,high,"Primary outcome (daytime symptom duration) significantly reduced with rotigotine vs placebo (p=0.03, CI excludes null).",
10.1016/j.sleep.2015.04.016,favors_treatment,favors_treatment,yes,International Restless Legs Syndrome Study Group rating scale (IRLS),mean_difference,-16.8,,1e-06,statistical,high,"IRLS symptom severity significantly improved (mean difference -16.8, p=1e-06) with pramipexole vs. baseline.",
10.1016/j.sleep.2015.08.006,inconclusive,inconclusive,yes,International Restless Legs Syndrome Study Group rating scale score (IRLS),mean_difference,-13,-18.63–-8.21,,statistical,high,Uncontrolled pilot study without comparator arm; cannot attribute observed IRLS improvement to intervention vs. natural pregnancy progression.,flag: primary stat-significant but LLM judged null — review
10.1016/j.sleep.2016.04.012,inconclusive,inconclusive,unknown,,,,,,narrative,high,"Single-arm, uncontrolled design with no between-group comparison precludes efficacy assessment despite exploratory improvements.",
10.1016/j.sleep.2016.05.004,favors_treatment,favors_treatment,yes,International Restless Legs Syndrome (IRLS) severity score,mean_difference,-6.7,,0.002,statistical,high,"Primary IRLS score improved significantly (−6.7, p=0.002); 85% successfully switched to rotigotine at Week 5.",
10.1016/j.sleep.2016.06.021,no_difference,no_difference,no,International RLS Severity Scale (IRLSS) change from baseline,mean_difference,-1.28,,0.47,statistical,high,"Both primary outcomes lacked statistical significance (IRLSS p=0.47, VAS p=0.09); neither reached p<0.05 threshold.",
10.1016/j.sleep.2017.03.012,favors_treatment,favors_treatment,unknown,,,,,,statistical,high,"Primary IRLS score improved significantly (23.7→11.5, p<0.001); 60% achieved ≥50% response threshold.",
10.1016/j.sleep.2017.11.1134,no_difference,no_difference,no,International RLS Severity Scale (IRLSS) change from baseline,mean_difference,-3.5,,0.1,statistical,high,"Both primary outcomes (IRLSS p=0.1, VAS p=0.077) failed to reach statistical significance despite favorable point estimates.",
10.1016/j.sleep.2017.09.028,inconclusive,inconclusive,unknown,,,,,,narrative,high,"Observational pilot study with no control arm; prevalence finding is descriptive, not a comparative efficacy outcome.",
10.1016/j.sleep.2018.02.002,inconclusive,inconclusive,yes,International Restless Legs Syndrome (IRLS) total score,mean_difference,-12.7,,0.01,statistical,high,Single-arm open-label design without control group prevents causal attribution; placebo effects cannot be excluded despite significant IRLS improvement.,flag: primary stat-significant but LLM judged null — review
10.1016/j.sleep.2018.02.008,no_difference,no_difference,yes,Motor Evoked Potential amplitude after first rTMS train (MEPs amp T1),mean_difference,,,0.016,statistical,high,"Primary efficacy outcomes (rMT, baseline MEP) show no significant between-group difference; RLS patients had worse plasticity response post-rTMS.",flag: primary stat-significant but LLM judged null — review
10.1016/j.sleep.2018.04.001,favors_treatment,favors_treatment,unknown,International Restless Legs Syndrome Rating Scale (IRLS) total score,mean_difference,-6.55,,,statistical,high,IRLS score improved -6.55 points more with GEn than placebo (lower is better); statistically significant benefit.,
10.1016/j.sleep.2018.11.025,favors_treatment,favors_treatment,yes,International Restless Legs Syndrome Scale (IRLS) total score,mean_difference,-9.37,,0.0001,statistical,high,IRLS primary outcome showed statistically significant improvement with gabapentin enacarbil versus placebo (p=0.0001).,
10.1016/j.sleep.2019.09.020,inconclusive,inconclusive,no,SNEI — moderately hypoechogenic subgroup (baseline SNEI ≥0.18 cm²),mean_difference,0.008,,0.28,narrative,high,Single-arm design lacks control arm; cannot judge efficacy without comparator.,
10.1016/j.sleep.2020.07.011,favors_treatment,favors_treatment,yes,Insomnia Severity Index (Korean version),mean_difference,-8.4,,0.001,statistical,high,"Primary outcome (K-ISI) significantly improved in CBTI arm (mean difference -8.4, p=0.001).",
10.1016/j.sleep.2020.07.026,inconclusive,inconclusive,yes,International RLS Rating Scale (IRLS-RS),mean_difference,-12.2,,1e-06,statistical,high,Primary outcomes show within-arm improvement but lack between-arm comparison; sham arm data insufficient to assess superiority.,flag: primary stat-significant but LLM judged null — review
10.1016/j.sleep.2021.01.017,favors_control,favors_control,yes,SCOPA-AUT Total Score,odds_ratio,1.19,1.15–1.22,,statistical,high,RLS patients had significantly higher (worse) SCOPA-AUT scores than controls; higher scores indicate worse autonomic dysfunction.,
10.1016/j.sleep.2021.07.004,no_difference,no_difference,unknown,Change from baseline in International Restless Legs Syndrome Rating Scale (IRLS) score at Week 12,mean_difference,-1.7,,,statistical,high,"Primary outcome (IRLS change) showed no significant difference: mean_difference −1.7, CI not reported as excluding null.",
10.1016/j.sleep.2024.08.017,favors_treatment,favors_treatment,yes,IRLS total score change from study entry to Week 4 (all participants),mean_difference,-4.42,-7.26–-1.57,,statistical,high,Primary IRLS outcome showed statistically significant improvement in active arm vs sham (p=0.004).,
10.1016/j.sleep.2024.08.020,inconclusive,inconclusive,unknown,,,,,,narrative,high,Single-arm design with no control group precludes causal inference; cannot distinguish treatment effect from natural history.,
10.1016/s1474-4422(08)70112-1,favors_treatment,favors_treatment,yes,IRLS sum score - change from baseline to end of maintenance,mean_difference,-5.1,-7.6–-2.7,,statistical,high,"Both primary outcomes (IRLS, CGI-1) showed statistically significant improvement favoring rotigotine vs placebo (p=0.0001).",
10.1017/s0317167100036350,no_difference,no_difference,unknown,Daily self-rating discomfort score (5-point scale),mean_difference,,,,narrative,high,Primary discomfort score showed no significant between-group difference; clonazepam not superior to placebo.,
10.1017/s1461145707008310,inconclusive,inconclusive,unknown,,,,,,narrative,high,"Single case report with no quantitative data, control condition, or statistical analysis; efficacy cannot be judged.",
10.1038/jcbfm.2011.201,inconclusive,inconclusive,unknown,,,,,,narrative,high,Single-arm open-label design with no placebo control precludes causal inference; no between-group primary outcome effect reported.,
10.1038/sc.1996.53,favors_treatment,favors_treatment,yes,Number of leg movements (PLM + RLS),mean_difference,-23.0,,0.03,statistical,high,"Primary outcome (leg movements) showed statistically significant reduction (p=0.03, 69.7% decrease) favoring exercise intervention.",
10.1053/j.ajkd.2003.11.021,favors_treatment,favors_treatment,yes,RLS symptom severity score,mean_difference,,,0.03,statistical,high,"RLS severity score significantly improved in iron dextran group at weeks 1–2 (p=0.03, p=0.01); primary outcome favors intervention.",
10.1053/j.ajkd.2009.04.034,inconclusive,inconclusive,unknown,Presence of periodic limb movements (PLMs) on 30-minute SIT during dialysis (diagnostic accuracy),risk_ratio,,,,narrative,high,"Primary outcome is diagnostic accuracy (sensitivity/specificity), not treatment efficacy; this is a diagnostic validation study, not a treatment trial.",
10.1053/j.ajkd.2015.12.027,favors_treatment,favors_treatment,yes,Periodic Limb Movement Index (PLMI) ratio (end of maintenance to baseline),rate_ratio,0.44,0.22–0.88,,statistical,high,"Primary PLMI ratio significantly reduced (0.44, 95% CI 0.22–0.88, p=0.02) with rotigotine versus placebo.",
10.1055/s-0043-1770810,favors_treatment,favors_treatment,yes,International RLS Study Group Rating Scale (IRLS) score,mean_difference,8.0,,0.001,statistical,high,Primary outcome IRLS showed significantly lower (better) scores with ropinirole vs amantadine (p=0.001).,
10.1053/ajkd.2001.25202,favors_treatment,favors_treatment,yes,RLS symptom severity questionnaire score (parametric),mean_difference,-2.8,,0.01,statistical,high,"RLS symptom score significantly lower post-gabapentin (p=0.01) and response rate higher (12/13 vs 2/13, p=0.006).",
10.1056/nejmoa1303646,favors_treatment,favors_treatment,yes,IRLS Study Group Rating Scale score,mean_difference,-4.5,-5.9–-3.2,,statistical,high,Pregabalin significantly reduced IRLS scores vs placebo (p<0.001) and had lower augmentation rates vs pramipexole 0.5mg (p=0.001).,
10.1080/00207454.2020.1838515,no_difference,no_difference,unknown,International Restless Legs Syndrome Rating Scale (IRLS),mean_difference,-2.2,,,statistical,high,"Primary IRLS outcome not statistically significant (mean difference −2.2, NS); null result despite favorable point estimate.",
10.1080/00207454.2021.1879065,mixed,mixed,no,Visual Analogue Scale for RLS symptoms,mean_difference,2.42,,0.749,statistical,medium,Mean VAS difference null (p=0.749) but time×group interaction significant (p=0.031); conflicting primary outcomes.,
10.1081/jdi-120039823,favors_treatment,favors_treatment,yes,RLS severity score,mean_difference,,,0.001,statistical,high,"Primary RLS severity outcome was statistically superior for gabapentin vs. levodopa (p=0.001, clinically meaningful reduction).",
10.1089/acm.2012.0330,inconclusive,inconclusive,yes,International RLS Rating Scale (IRLS) Total Score,mean_difference,-10.3,,0.01,statistical,high,Single-arm design without control group cannot exclude placebo/natural progression despite significant within-arm improvements.,flag: primary stat-significant but LLM judged null — review
10.1089/can.2021.0158,no_difference,no_difference,no,RLS/WED severity by IRLSSG rating scale,mean_difference,,,0.869,statistical,high,Primary outcome (IRLSSG) showed no significant difference between CBD and placebo (p=0.869).,
10.1089/jicm.2023.0791,favors_treatment,favors_treatment,yes,International Restless Legs Syndrome Rating Scale (IRLSRS),mean_difference,-2.902,-4.237–-1.567,,statistical,high,"Both primary outcomes significantly favored acupuncture: IRLSRS −2.9 (p<0.001), ISI −1.5 (p=0.006).",
10.1089/jicm.2021.0182,inconclusive,inconclusive,no,Class attendance rate,mean_difference,,,0.8,narrative,high,"Feasibility RCT with no efficacy outcomes reported; primary outcomes are process measures (attendance, retention) unrelated to treatment benefit.",
10.1093/ndt/gft288,favors_treatment,favors_treatment,yes,RLS symptom severity (IRLS score),mean_difference,-11.1,,0.017,statistical,high,"IRLS scores improved significantly more in exercise (−11.1, p=0.017) versus control, favoring treatment.",
10.1093/sleep/16.4.327,favors_treatment,favors_treatment,yes,Leg sensations (paresthesias) - subjective daily rating,mean_difference,-1.32,,0.009,statistical,high,"All three primary outcomes significantly favored oxycodone: reduced leg sensations (p=0.009), motor restlessness (p=0.006), and PLMS/hour sleep (p=0.004).",
10.1093/sleep/18.8.681,favors_treatment,favors_treatment,yes,"Frequency of PLM (polysomnography, total night)",mean_difference,-132,,0.003,statistical,high,All five primary outcomes significantly favored L-dopa: reduced PLM counts/indices (p≤0.005) and improved sleep quality (p=0.002).,
10.1093/sleep/19.1.52,favors_treatment,favors_treatment,yes,Paresthesias (leg sensations) subjective rating,mean_difference,-1.4,,0.021,statistical,high,"Both primary outcomes (paresthesias and motor restlessness) showed statistically significant improvement with clonidine vs placebo (p=0.021, p=0.001).",
10.1093/sleep/19.3.214,favors_treatment,favors_treatment,yes,Leg movements per hour of sleep (LM Index),mean_difference,-40.0,,0.006,statistical,high,Both primary outcomes (LM Index and sleep time with movements) significantly favored treatment with p<0.05 and clinically meaningful reductions.,
10.1093/sleep/22.8.1073,favors_treatment,favors_treatment,yes,PLMs per hour in bed,mean_difference,-26.8,,0.0001,statistical,high,"All three primary outcomes showed statistically significant benefit: PLMs reduced (p=0.0001), time without movements increased (p=0.0001), sleep quality improved (p=0.0004).",
10.1093/sleep/21.6.617,no_difference,no_difference,no,Percentage of first hour in bed with increased leg EMG activity (PSG),mean_difference,-8.6,,0.05,statistical,high,"Primary outcomes: leg movement index (p=0.22), sleep time with leg movements (p=0.37), and entire night movements (p=0.2) all non-significant.",
10.1093/sleep/23.3.1b,inconclusive,inconclusive,yes,Number of Periodic Leg Movements (PLM) during time in bed,mean_difference,-169.3,,0.002,statistical,high,Single-arm open-label design with no control group precludes causal inference despite statistically significant primary outcomes.,flag: primary stat-significant but LLM judged null — review
10.1093/sleep/26.7.815,favors_treatment,favors_treatment,yes,International RLS Study Group Rating Scale score,mean_difference,-11.8,,0.01,statistical,high,"Primary IRLSSG score decreased significantly (mean -11.8, p=0.01) from baseline, indicating symptom improvement.",
10.1093/sleep/27.4.674,inconclusive,inconclusive,unknown,,,,,,narrative,high,Open-label single-arm design lacks control group; no between-group comparison possible for primary outcome.,
10.1093/sleep/27.5.907,favors_treatment,favors_treatment,yes,Periodic limb movements of sleep per hour (PLMS/hour),mean_difference,-27.2,-39.1–-15.4,,statistical,high,"Primary outcome PLMS/hour significantly reduced with ropinirole (−27.2, 95% CI −39.1 to −15.4, p<0.0001).",
10.1093/sleep/32.2.159,favors_treatment,favors_treatment,yes,Change from baseline IRLS total score at Day 14,mean_difference,-10.2,,0.0001,statistical,high,"XP13512 significantly reduced IRLS severity vs placebo (mean_difference -10.2, p=0.0001), with higher_is_better=False favoring lower scores.",
10.1093/sleep/33.6.793,favors_treatment,favors_treatment,unknown,Periodic Leg Movements during Sleep (PLMS) Index,mean_difference,-46.5,,,statistical,high,"Primary outcome PLMS index significantly reduced (mean difference -46.5, p=0.00013) in treatment versus placebo arm.",
10.1093/sleep/zsaa056.787,favors_treatment,favors_treatment,unknown,RLS symptom severity,mean_difference,,,,narrative,medium,Active LFES showed significantly greater symptom reduction with significant group-by-time interaction versus sham.,
10.1093/sleep/zsaa056.798,favors_treatment,favors_treatment,yes,Augmentation Severity Rating Scale (ASRS),mean_difference,,,0.0131,statistical,medium,"Primary outcomes (ASRS p=0.0131, IRLS p=0.0497) both significantly improved vs baseline, favoring treatment.",
10.1093/sleep/9.3.385,favors_treatment,favors_treatment,yes,Sleep latency,mean_difference,-10.6,,0.005,statistical,high,"Primary outcome sleep latency significantly improved (mean_difference = -10.6, p=0.005) in treatment arms versus baseline.",
10.1093/sleep/zsaa056.792,no_difference,favors_treatment,no,IRLS total score (International Restless Legs Syndrome rating scale),mean_difference,-6.82,,0.05,statistical,medium,"IRLS score improved significantly more with dipyridamole than placebo (p=0.05, mean difference −6.82).",downgraded: primary CI/p non-significant
10.1093/sleep/zsaa056.805,inconclusive,inconclusive,unknown,RLS symptom severity (weekly iRLS questionnaire),mean_difference,,,,narrative,high,No efficacy outcome data reported; only 2 of 50 screened patients enrolled; study protocol described without results.,
10.1093/sleep/zsad077.0713,inconclusive,inconclusive,unknown,,,,,,narrative,high,Open-label extension with no control arm and no formal statistical comparisons; causal inference impossible.,
10.1093/sleep/zsad077.0710,favors_treatment,favors_treatment,yes,MOS-Sleep Sleep Problems Index I (MOS-I),mean_difference,-9.0,,0.001,statistical,high,"Both primary MOS-Sleep indices showed statistically significant improvements favoring TOMAC (p<0.001), exceeding MCID.",
10.1093/sleep/zsab072.529,favors_treatment,favors_treatment,yes,Overall RLS severity,smd,,,0.01,statistical,high,"Primary outcome (RLS severity) significantly improved in treatment vs control (p=0.01, partial eta-squared=0.43).",
10.1093/sleep/zsad154,favors_treatment,favors_treatment,yes,International Restless Legs Syndrome Study Group Rating Scale (IRLS),mean_difference,-10.2,,0.001,statistical,high,"IRLS score decreased significantly from 29.7 to 19.5 (p=0.001), favoring treatment on primary outcome.",
10.1093/sleep/zsad188,favors_treatment,favors_treatment,yes,Clinical Global Impressions-Improvement (CGI-I) Responder Rate,risk_difference,,,0.0001,statistical,high,CGI-I responder rate 72.7% vs 13.6% (p<0.0001) and IRLS improvement 11.3 vs 5.4 points (p=0.0001) both favor TOMAC.,
10.1093/sleep/zsad190,favors_treatment,favors_treatment,yes,Clinical Global Impressions-Improvement (CGI-I) responder rate at Week 4,risk_difference,0.28,0.14–0.43,,statistical,high,"CGI-I responder rate significantly higher in TOMAC vs. sham (45% vs. 16%, p=0.00011).",
10.1093/sleep/zsae067.0390,no_difference,no_difference,no,Actigraphically-derived Total Sleep Time (TST),mean_difference,,,0.58,statistical,high,Primary outcome actigraphic TST showed no significant difference (p=0.58); secondary benefits do not override null primary.,
10.1093/sleep/zsae067.0687,favors_treatment,favors_treatment,yes,Nighttime agitation,mean_difference,-2.21,,0.002,statistical,high,"Primary outcome nighttime agitation significantly reduced with GEn versus placebo (p=0.002, p=0.004).",
10.1093/sleep/zsae067.0704,favors_treatment,favors_treatment,yes,"International RLS Scale (IRLS) score change — Trial 1 (crossover), drug-naive subgroup",mean_difference,-4.2,,0.011,statistical,high,IRLS score reductions statistically significant across all primary subgroups (p≤0.011); negative mean differences indicate symptom improvement.,
10.1093/sleep/zsae067.0712,favors_treatment,favors_treatment,yes,Periodic leg movements during sleep (PLMS) frequency,mean_difference,-27.6,,0.01,statistical,high,"PLMS frequency reduced 75% (36.7→9.1/hr, p=0.01), statistically significant improvement in primary outcome.",
10.1093/sleep/zsaf090.0903,inconclusive,inconclusive,unknown,Total leg movements,mean_difference,,,,narrative,high,"Conference abstract lacks quantitative primary outcome data (means, SDs, p-values) needed for efficacy judgment.",
10.1093/sleep/zsy061.663,inconclusive,inconclusive,unknown,,,,,,narrative,high,Single-arm pilot with no control group; no statistical testing performed; cannot judge efficacy without comparator.,
10.1093/sleepj/zsx050.746,favors_treatment,favors_treatment,yes,International Restless Legs Syndrome Scale (IRLS) — change from baseline,mean_difference,-11.09,,0.001,statistical,high,"Primary outcome (IRLS) showed statistically significant improvement with gabapentin enacarbil vs placebo (mean difference -11.09, p=0.001).",
10.1093/sleep/zsz223,inconclusive,inconclusive,yes,Periodic Leg Movements in Sleep index (PLMSI) - 8-hour post-injection,mean_difference,,,0.001,narrative,high,"Preclinical animal study without human RCT design; reports mechanistic findings and H3R antagonist effects in rats, not clinical efficacy.",flag: primary stat-significant but LLM judged null — review
10.1097/md.0000000000032317,mixed,mixed,yes,Mean Leg Discomfort Score (MLDS) during SIT,mean_difference,-42.37,-59.19–-19.81,,statistical,high,Significant benefit on leg discomfort (primary) but null on PLMI (co-primary); conflicting primary outcomes.,
10.1097/md.0000000000034046,inconclusive,inconclusive,unknown,,,,,,narrative,high,Protocol paper with no outcome data reported; feasibility study designed to generate preliminary estimates for future trial.,
10.1097/md.0b013e31815b1319,inconclusive,inconclusive,yes,RLS Severity (International RLS Study Group Rating Scale),mean_difference,-16.0,,0.001,statistical,high,Uncontrolled pre-post design cannot exclude placebo effects; no control group to establish true treatment benefit.,flag: primary stat-significant but LLM judged null — review
10.1097/md.0000000000039926,no_difference,no_difference,no,International Restless Leg Syndrome Scale (IRLS) score,mean_difference,-0.3,,0.846,statistical,high,"Primary outcome (IRLS) showed no significant difference between arms (MD=-0.3, p=0.846).",
10.1097/wnf.0b013e31805930c2,no_difference,favors_treatment,no,Periodic limb movements per hour during total sleep time (PLM/h TST),mean_difference,-13.1,,0.05,statistical,high,LCE50 reduced PLM/h TST by 13.1 vs placebo (p=0.05); all active treatments significantly reduced PLM/h.,downgraded: primary CI/p non-significant
10.1097/wnf.0b013e31815a3eec,favors_treatment,favors_treatment,yes,Change from baseline in IRLS total score,mean_difference,-4.11,-6.08–-2.14,,statistical,high,"Primary outcome (IRLS score) showed statistically significant improvement in ropinirole vs placebo (p<0.001, CI excludes null).",
10.1097/wnf.0b013e3181b3ab16,favors_treatment,favors_treatment,yes,Change from baseline IRLS total score at day 14 (end of treatment),mean_difference,-7.2,,0.0001,statistical,high,"GEn 1200 mg achieved statistically significant IRLS score improvement vs placebo (p<0.0001), meeting primary endpoint.",
10.1097/wnf.0b013e3182087d48,inconclusive,inconclusive,unknown,,,,,,narrative,high,Open-label single-arm design with no control group precludes efficacy judgment; descriptive improvements alone are uninterpretable.,
10.1097/wnf.0b013e3181fd82a1,no_difference,no_difference,no,Epworth Sleepiness Scale (ESS) score,mean_difference,,,0.82,statistical,high,Primary ESS outcome showed no significant between-group difference (p=0.82) comparing pramipexole versus levodopa/benserazide.,
10.1097/wnf.0b013e318259eac8,inconclusive,inconclusive,unknown,IRLS Rating Scale total score change from baseline at week 12,mean_difference,-4.5,,,narrative,high,Study was descriptive/exploratory with no formal statistical hypothesis testing; primary outcome p-value and CI not reported.,
10.1111/1744-9987.13987,no_difference,no_difference,no,Restless Legs Syndrome severity score,mean_difference,0.12,,0.959,statistical,high,"Both primary outcomes (RLS severity p=0.959, sleep quality p=0.893) showed no significant between-group difference.",
10.1097/wnp.0b013e31815a0038,favors_treatment,favors_treatment,yes,International Restless Legs Syndrome Study Group Rating Scale (IRLSSGRS),mean_difference,,,0.0002,statistical,high,"IRLSSGRS scores significantly improved at day 14 (p=0.0002) and day 90 (p=0.0001), demonstrating clear clinical benefit.",
10.1111/ene.12286,no_difference,no_difference,no,International RLS Study Group Rating Scale for Severity (IRLS) score,mean_difference,-0.4,,0.989,statistical,high,Primary outcome (IRLS) showed no significant between-group difference (p=0.989); both arms improved equally.,
10.1111/j.0954-6820.1985.tb08851.x,inconclusive,inconclusive,unknown,Frequency of restless legs attacks per week,mean_difference,,,,narrative,high,Primary efficacy outcome (attack frequency) effect size not reported; only responder classification within treatment arm presented.,
10.1111/j.1365-2125.2008.03310.x,favors_control,favors_control,yes,Sleep latency at T3h30 (3h30min post-dose) on Multiple Sleep Latency Test,mean_difference,-6.1,-9.8–-2.4,,statistical,high,Pramipexole significantly DECREASED sleep latency (increased sleepiness) vs placebo across three primary outcomes (p=0.002–0.005).,
10.1111/j.1365-2125.2008.03334.x,no_difference,no_difference,unknown,"Time to maximum plasma concentration at steady state (tmax,ss) of unconjugated rotigotine",mean_difference,,,,narrative,high,"Cmax,ss and AUC(0-24),ss bioequivalent between arms; both ratios within 0.80–1.25 acceptance range.",
10.1111/j.1423-0410.2010.01368.x,favors_treatment,favors_treatment,yes,P-ferritin (all subjects),mean_difference,7.2,,0.004,statistical,high,"Primary outcome P-ferritin significantly improved with IV iron vs oral (MD=7.2, p=0.004).",
10.1111/j.1440-1819.1992.tb00548.x,no_difference,favors_treatment,no,Total number of periodic leg movements in sleep (left leg),mean_difference,,,0.05,statistical,medium,"All four primary PLMS outcomes showed statistically significant reductions (p≤0.05), indicating clonazepam reduced periodic leg movements.",downgraded: primary CI/p non-significant
10.1111/j.1468-1331.2004.00960.x,inconclusive,inconclusive,yes,Nocturnal lower-limb activity,rate_ratio,,,0.001,narrative,high,Open-label single-arm design without placebo control prevents attribution of improvement to drug versus placebo or natural variation.,flag: primary stat-significant but LLM judged null — review
10.1111/j.1468-1331.2012.03719.x,favors_treatment,favors_treatment,yes,"Change in IRLS sum score from baseline to end of maintenance (placebo arm, drug-naive patients, SP790)",mean_difference,,,0.027,statistical,high,Rotigotine 2mg and 3mg doses showed statistically significant IRLS improvements over placebo in both SP790 and SP792.,
10.1111/j.1532-5415.1971.tb01557.x,inconclusive,inconclusive,unknown,,,,,,narrative,high,"Uncontrolled case series with no control group, randomization, or validated instruments; substantial placebo and observer bias preclude efficacy judgment.",
10.1111/j.1600-0404.1984.tb07826.x,no_difference,favors_treatment,no,Quality of sleep (week-score),mean_difference,,,0.05,statistical,medium,"Primary outcomes (sleep quality, leg dysaesthesia) both statistically significant vs placebo (p<0.05); small N=6 limits confidence.",downgraded: primary CI/p non-significant
10.1111/jsr.13216,favors_treatment,favors_treatment,yes,Total Sleep Time (TST),mean_difference,32.53,,0.01,statistical,medium,"Primary outcome (TST) showed statistically significant improvement in treatment arm (32.53 min difference, p=0.01).",
10.1111/j.1600-0404.2006.00669.x,inconclusive,inconclusive,yes,Short Latency Intracortical Inhibition (SICI),mean_difference,31.0,,0.033,statistical,high,Open-label design with no placebo control; SICI improvement significant but causal inference unattainable without blinding.,flag: primary stat-significant but LLM judged null — review
10.1111/jsr.14167,favors_treatment,favors_treatment,yes,International Restless Legs Syndrome Rating Scale (IRLSRS),mean_difference,-3.18,,0.033,statistical,high,"IRLSRS and PSQI both significantly favored TENS+pramipexole over pramipexole alone (p=0.033, p=0.019).",
10.1111/jsr.14311,inconclusive,inconclusive,yes,PLMS index (periodic leg movements during sleep index),mean_difference,-13.4,,0.0045,statistical,high,"Sex-difference comparison, not treatment vs. control efficacy; no placebo/control arm to judge intervention benefit.",flag: primary stat-significant but LLM judged null — review
10.1111/pcn.12074,inconclusive,inconclusive,unknown,,,,,,narrative,high,"This is a validation/psychometric study, not an efficacy trial; no between-group treatment comparison reported.",
10.1136/bmj.288.6415.444,favors_treatment,favors_treatment,yes,Severity of symptoms of restless legs syndrome,mean_difference,,,0.04,statistical,high,"Primary outcome (symptom severity) favored carbamazepine over placebo (p=0.04, week 3; p=0.03, week 5).",
10.1136/bmjspcare-2014-000691,inconclusive,inconclusive,unknown,,,,,,narrative,high,Single-arm design with no control arm precludes causal inference despite significant within-group IRLS improvement.,
10.1136/jnnp.2003.034843,favors_treatment,favors_treatment,yes,Subjective leg symptoms (visual analogue scale),mean_difference,-3.2,,0.011,statistical,high,"Both primary outcomes significantly improved with apomorphine: VAS reduced 54.5% (p=0.011), PLMW reduced 98.0% (p=0.012).",
10.1136/jnnp.2007.138867,inconclusive,inconclusive,yes,Quality of Life in Restless Legs Syndrome (QoL-RLS) total score,mean_difference,-5.2,,0.001,statistical,high,Single-arm design precludes efficacy judgment; placebo and natural history effects cannot be excluded despite significant QoL-RLS improvement.,flag: primary stat-significant but LLM judged null — review
10.1136/jnnp.2008.147397,favors_treatment,favors_treatment,yes,Change from baseline in International Restless Legs Scale (IRLS) total score at week 12 LOCF,mean_difference,-2.8,-5.4–-0.2,,statistical,high,"IRLS score improved significantly in ropinirole vs placebo (MD -2.8, 95% CI -5.4 to -0.2, p=0.035).",
10.1155/2012/294058,favors_treatment,favors_treatment,yes,Pittsburgh Sleep Quality Index - Global Score,smd,2.59,,0.01,statistical,medium,"All six primary outcomes significantly favored yoga over control (p≤0.05), with large effect sizes (SMD 0.89–2.59).",
10.1155/2013/628142,favors_treatment,favors_treatment,yes,Restless leg syndrome severity score,mean_difference,-4.97,,0.003,statistical,high,"RLS severity score improved significantly in exercise arm (mean difference -4.97, p=0.003) vs control.",
10.1155/2015/343201,no_difference,favors_treatment,no,Nocturnal Activity (NA) — leg actigraph zero-crossing counts during all nocturnal bedtime,mean_difference,,,0.05,statistical,high,"Primary outcomes (NA, ESA) showed significant between-group differences favoring acupuncture over sham at weeks 4–6 (p=0.05).",downgraded: primary CI/p non-significant
10.1155/2022/7330308,no_difference,no_difference,no,Restless Legs Syndrome severity,mean_difference,0.78,,0.41,statistical,high,"Primary outcomes not statistically significant: IRLS p=0.41, fatigue p=0.97; both exclude efficacy.",
10.1159/000008138,no_difference,no_difference,no,Quality of sleep (VAS 1) — improvement (dichotomous),risk_difference,,,1.0,statistical,high,Primary outcome (sleep quality VAS 1 change) showed no significant difference between iron and placebo (p=0.53).,
10.1159/000026659,favors_treatment,favors_treatment,yes,PLM per hour of total sleep time (PLM/h TST),mean_difference,-29.4,,0.01,statistical,high,"Primary outcome PLM/h TST decreased 75% (39.7→10.3/h, p=0.01), statistically significant reduction in pathologic limb movements.",
10.1159/000058050,inconclusive,inconclusive,unknown,,,,,,narrative,high,Interim report with no efficacy data reported; only safety/withdrawal data presented during double-blind phase.,
10.1159/000099947,favors_treatment,favors_treatment,yes,Visual Analog Scale for RLS sensory symptoms,mean_difference,-5.8,,0.001,statistical,high,"Primary outcome VAS for RLS sensory symptoms significantly improved (7.8→2.0, p=0.001) with pramipexole vs. baseline.",
10.1159/000077943,inconclusive,inconclusive,yes,IRLS Severity Scale (global RLS severity),mean_difference,-22.5,,0.0001,statistical,high,Open-label single-arm design lacks control arm; cannot attribute IRLS improvement to treatment vs. placebo/natural history.,flag: primary stat-significant but LLM judged null — review
10.1159/000228261,favors_treatment,favors_treatment,yes,International RLS Study Group Rating Scale (IRLS) score,mean_difference,-7.3,,0.001,statistical,high,"Primary outcome IRLS score improved significantly (−7.3, p=0.001); dopaminergic treatment reduced RLS symptom severity.",
10.1159/000322289,no_difference,no_difference,unknown,IRLS Total Score,mean_difference,0.2,,,statistical,high,"Primary outcome (IRLS score) showed mean difference of 0.2 between arms, clinically and statistically negligible despite individual-arm improvements from baseline.",
10.1177/0091270012439209,favors_treatment,favors_treatment,unknown,Change from baseline in IRLS total score at week 12/end of treatment,mean_difference,-6.16,,,statistical,high,Primary IRLS outcome showed statistically significant improvement (mean difference -6.16) in treatment vs placebo.,
