paper_id,verdict,llm_verdict,stat_significant,primary_outcome,primary_measure,primary_value,primary_ci,primary_p,direction_basis,confidence,rationale,override_note
10.20538/1682-0363-2022-2-48-59,inconclusive,inconclusive,yes,Sum score of clinical manifestations of ARI (15 symptoms scored 0-10 each daily),mean_difference,,,0.039,narrative,medium,"Non-randomized, non-placebo-controlled four-arm study; no nasal spray arm present among the interventions compared.",flag: primary stat-significant but LLM judged null — review
10.21203/rs.3.rs-2167465/v1,no_difference,favors_treatment,no,Percent change in Daily Symptoms Score (DSS) from baseline to Day 7,mean_difference,,,0.05,narrative,medium,Both primary outcomes (DSS and VAS) showed significantly greater reductions in the CPM arm vs placebo at Day 7 (p<0.05).,downgraded: primary CI/p non-significant
10.20944/preprints202509.1594.v1,no_difference,no_difference,yes,Fever and headache symptom severity,risk_difference,,,0.038,statistical,high,"Three of four primary symptom outcomes were non-significant (p=0.605, 0.229, 0.072); only fever/headache reached p=0.038.",flag: primary stat-significant but LLM judged null — review
10.2217/fmb-2021-0122,no_difference,no_difference,unknown,URTI symptoms,mean_difference,,,,narrative,high,Carrageenan produced non-significant reductions in URTI symptoms vs placebo; authors concluded no significant effect.,
10.20953/1729-9225-2020-4-33-41,favors_treatment,favors_treatment,yes,Number of COVID-19 (SARS-CoV-2) cases during study month,risk_difference,,,0.0001,statistical,medium,"Fewer confirmed COVID-19 cases in IFN arm vs PPE-only control (p=0.0001), though non-randomized design limits causal inference.",
10.2147/idr.s391630,no_difference,no_difference,no,Viable SARS-CoV-2 viral titer (TCID50/mL) in left nasopharynx at baseline vs 3 minutes post-PVP-I,mean_difference,,,0.162,statistical,high,"Primary outcome showed only 0.1-log reduction at 3 minutes with p=0.162, not statistically significant.",
10.2165/00003495-200262010-00004,favors_treatment,favors_treatment,yes,Influenza A viral shedding (protective efficacy for prophylaxis),risk_difference,-0.96,,0.001,statistical,high,Both primary outcomes showed significant reductions: 96% and 82% protective efficacy for influenza A viral shedding and infection (both p<0.001).,
10.26355/eurrev_202112_27337,inconclusive,inconclusive,unknown,,,,,,statistical,high,Zero events in both arms precluded any between-group statistical comparison of the primary infection outcome.,
10.2147/ijgm.s476707,no_difference,no_difference,no,Nasal Congestion Symptom Score (NCSS) change from pre-treatment to mean 2-4h post-treatment,mean_difference,0.02,-0.19–0.24,,statistical,high,"Primary outcome NCSS showed no significant difference (mean diff 0.02, 95% CI -0.19–0.24, p>0.05).",
10.3205/000321,no_difference,no_difference,no,SARS-CoV-2 viral load estimated by RT-PCR cycle threshold (Ct) value,mean_difference,3.93,,0.0959,statistical,high,"Primary outcome (Ct mean difference 3.93) did not reach significance (p=0.0959), failing the p<0.05 threshold.",
10.2139/ssrn.4063814,favors_treatment,favors_treatment,yes,Mean change from baseline in SARS-CoV-2 RNA through Day 8 (end of treatment) — high risk mITT population,mean_difference,-0.82,-1.37–-0.27,,statistical,high,"Both primary viral load outcomes significantly favored NONS (p=0.003 each), with CIs excluding null.",
10.32364/2587-6821-2022-6-11-618-625,favors_treatment,favors_treatment,yes,Clinical improvement (reduction or disappearance of complaints),risk_difference,,,0.046,statistical,medium,"Clinical improvement was significantly higher in the spray arm (77.6% vs 55.6%, p=0.046) on the primary outcome.",
10.4103/jfmpc.jfmpc_993_21,inconclusive,inconclusive,yes,E gene Ct value — nasopharyngeal samples by hour and day,mean_difference,,,0.005,narrative,high,"Single-arm design with no control group; observed Ct increases over days reflect natural disease course, not treatment effect.",flag: primary stat-significant but LLM judged null — review
10.3390/v14051033,no_difference,no_difference,no,Change in SARS-CoV-2 viral load (log10 copies/mL) from baseline to day 5 (end of treatment) — ITT all subjects,mean_difference,1.02,-0.35–2.4,,statistical,high,"Primary ITT viral load reduction (1.02 log10) was non-significant (95% CI -0.35–2.4, p=0.14).",
10.46234/ccdcw2023.040,favors_treatment,favors_treatment,unknown,Vaccine effectiveness (VE) of SA58 Nasal Spray against COVID-19 infection,risk_ratio,0.223,,,statistical,medium,"SA58 spray showed 77.7% effectiveness with risk_ratio 0.223, indicating significantly lower COVID-19 infection rates vs control.",
10.7499/j.issn.1008-8830.2014.03.011,favors_treatment,favors_treatment,yes,Enterovirus negative conversion rate,risk_ratio,,,0.01,statistical,high,Ribavirin nasal spray significantly increased enterovirus negative conversion rate vs placebo (p<0.01).,
pmid_10682150,favors_treatment,favors_treatment,yes,"Time to alleviation of three major symptoms (fever, headache, myalgia)",mean_difference,,,0.01,statistical,medium,"Combined zanamivir arms reduced symptom duration vs placebo (median 3 vs 4 days, p<0.01).",
pmid_11881202,no_difference,no_difference,no,Incidence of acute respiratory diseases (ARD),rate_ratio,0.5,,0.058,statistical,high,Primary ARD incidence showed ~50% reduction but p=0.058 exceeds significance threshold; once-weekly arm showed no reduction.,
pmid_35777803,inconclusive,inconclusive,unknown,,,,,,narrative,high,Phase 1a trial reported only safety and pharmacokinetics with no efficacy primary outcome and no quantitative data.,
pmid_16261201,mixed,mixed,unknown,Rubella virus IgG antibody titer difference between experimental and control groups,mean_difference,0.95,,,statistical,medium,Measles antibody titer difference was significant (favoring prevention); rubella difference was not significant (null result).,
pmid_16261199,inconclusive,inconclusive,no,Headache incidence,risk_difference,,,0.05,narrative,high,Trial reports only safety/adverse-event outcomes with no primary efficacy outcome measurable for antiviral prevention.,
pmid_1330221,inconclusive,inconclusive,unknown,Prophylactic activity against rhinovirus infection,risk_ratio,,,,narrative,high,"This is a narrative review article, not a primary trial; no extractable primary efficacy estimate exists.",
pmid_40305796,inconclusive,inconclusive,unknown,Therapeutic efficacy of antihistamine spray (subjective/objective indicators),mean_difference,,,,narrative,low,"No extractable numeric outcome data, sample sizes, or statistical test values reported; no between-group efficacy comparison possible.",
pmid_7165687,inconclusive,inconclusive,unknown,Clinical manifestations of influenza virus infection (severity),mean_difference,,,,narrative,low,Clinical manifestations described as milder in treatment arm but no quantitative data or statistical tests provided.,
pmid_16261200,no_difference,no_difference,unknown,SARS IgG antibody positive rate,risk_difference,,,,narrative,high,Primary outcome (SARS IgG seroconversion) showed no significant between-group difference; significant effects were secondary outcomes only.,
pmid_4081525,no_difference,favors_treatment,no,Subjects without elevated antibody titers and without symptoms,risk_ratio,,,0.05,statistical,medium,Primary composite endpoint (no antibody rise + no symptoms) was significantly higher in interferon arm (p<0.05).,downgraded: primary CI/p non-significant
pmid_6272492,inconclusive,inconclusive,unknown,,,,,,narrative,high,Only safety/tolerance data reported in humans; no human efficacy outcome measured or reported.,
pmid_6341640,no_difference,no_difference,unknown,,,,,,narrative,high,Primary outcome (RSV infection rate) showed no between-group difference (6/8 vs 7/8).,
10.1001/archfami.7.1.39,no_difference,no_difference,no,Day of well-being (day of symptom resolution),hazard_ratio,,,0.24,statistical,high,"Neither primary outcome reached significance: day of well-being p=0.24, nasal symptom score difference -0.3 with no significant p-value reported.",
10.1002/lio2.686,no_difference,no_difference,no,"Nasopharyngeal SARS-CoV-2 viral load (copies/µL) at Days 0, 3, and 7",mean_difference,,,0.243,statistical,high,Primary outcome (overall viral load across Days 0/3/7) showed no significant between-group difference (p=0.243).,
10.1016/s0264-410x(00)00281-4,inconclusive,inconclusive,unknown,Frequency of abnormal middle ear pressures (MEP) - pirodavir vs placebo in natural HRV colds,risk_difference,,,,narrative,high,"This is a narrative review article, not a primary trial; no primary efficacy estimate is reportable.",
10.1089/jir.2023.0193,favors_treatment,favors_treatment,unknown,SARS-CoV-2 infection rate (travelers cohort),risk_ratio,,,,narrative,low,"Treated cohorts had dramatically lower infection rates (0.05% vs 4.84%), reported significant, but confounding from temporal trends is severe.",
10.1016/j.jhin.2022.05.007,mixed,mixed,no,"COVID-19 infection among HCWs at SODH (pre-vaccine period, May–Dec 2020)",risk_ratio,,,0.622,statistical,medium,"Two primary outcomes null (p=0.622, p=0.206); two significant (p=0.0001, p=0.015), yielding genuinely conflicting primary results.",
10.1177/106002808501901201,favors_treatment,favors_treatment,unknown,Infection rate and viral shedding (combined reduction vs placebo),risk_difference,,,,narrative,medium,Intranasal interferon alfa-2b reduced infection rates and viral shedding by 78% vs placebo in rhinovirus challenge volunteers.,
10.2139/ssrn.4397031,favors_treatment,favors_treatment,yes,SARS-CoV-2 infection incidence (RT-PCR confirmed COVID-19),hazard_ratio,0.12,0.07–0.22,,statistical,high,"SARS-CoV-2 infection incidence was significantly lower in the A8G6 arm (HR 0.12, 95% CI 0.07–0.22, p<0.001).",
10.2165/00003495-199142050-00003,inconclusive,inconclusive,unknown,,,,,,narrative,high,Narrative review summarizing cited trials; no original primary efficacy data collected or reported by review authors.,
10.21037/tcr-23-2384,mixed,mixed,no,COVID-19 infection rate,risk_difference,,,0.331,statistical,medium,"Primary outcomes conflict: infection rate null (p=0.331), fever rate significantly lower in SNI arm (p=0.03), fever duration and peak temperature null.",
10.5694/j.1326-5377.1990.tb125353.x,inconclusive,inconclusive,unknown,,,,,,narrative,high,"No intervention was administered; study assessed theoretical feasibility only, reporting no between-group efficacy data.",
10.1001/jama.1983.03330430042027,favors_treatment,favors_treatment,yes,Proportion of infected subjects still shedding virus on days 6-9,risk_ratio,,,0.046,statistical,high,"Ribavirin-treated subjects shed virus for significantly shorter duration (p=0.046), favoring treatment on the primary viral shedding outcome.",
